N,P,K,temperature,humidity,ph,rainfall,label
106,88,36,38.54974821280422,90.55336635118279,6.5273128236506155,1072.9320555254794,Rice
59,26,39,31.28146422484278,67.48429445981702,5.718772088596134,121.47120014266896,Soybean
138,34,75,37.62217839227662,77.21914284434106,6.653820348160727,1056.3473320225512,Sugarcane
45,77,26,39.92788087725023,73.9373490472831,5.762808254528515,551.686095589889,Cotton
136,60,26,21.99917507473107,33.338394680633094,7.686710551108018,937.4384900436239,Cotton
45,88,62,35.763066178295105,50.432173692155374,6.236887327999966,1157.9448019903703,Sugarcane
31,94,37,20.108528742872707,43.87861445401723,5.062019922530178,435.1401157600161,Maize (Corn)
39,58,48,15.002890764259064,53.93883692565506,5.205352621543164,320.44406188373307,Rice
148,25,20,15.145313354385374,33.803838688136565,6.94399369730047,1198.7050192130164,Onion
123,96,40,22.119757009556714,48.469501928399794,5.959740364467316,615.0368766982973,Cotton
114,89,55,26.380917225162463,77.21935097868062,5.030299960163841,385.6322068932451,Maize (Corn)
50,20,70,42.88061426857254,61.691298127611205,8.324679293658118,69.27282910693748,Cotton
144,23,35,21.598834733825786,87.61404917530035,5.231332076601838,544.8637140041678,Soybean
103,73,32,20.721234766822192,64.52728153911448,8.400619289362897,368.8293885384122,Cotton
41,68,59,40.30470512652575,47.6643123604901,7.257787245715839,390.10933912918995,Onion
124,37,49,19.444070036273597,75.48335691087188,6.441695638842221,152.26200739626177,Cotton
53,44,23,23.97249834839493,30.626407477839788,6.546876257371686,356.5784908716735,Wheat
48,75,32,32.1616518630629,43.293458166028586,8.17816098330628,829.9978590895582,Wheat
54,54,45,36.78114038321533,67.0016062202413,5.164007196914931,894.3196137238872,Rice
132,20,23,39.5393063253717,66.56883403109407,7.874043524504524,571.557721040582,Cotton
91,34,68,40.9861707611072,88.89404684961208,7.0582919221011995,347.1763295862079,Soybean
78,55,40,29.55424042376426,44.689743765576594,7.191608664952768,656.1839993517724,Soybean
144,46,24,24.380519688253084,65.56138899158748,6.672354980746645,940.9911569251225,Wheat
75,22,43,38.2034777048234,33.48977455744873,7.186704413031558,1185.5375713692044,Sugarcane
42,88,25,17.98799393625203,44.55753901548745,5.549389788391856,317.04373427985666,Rice
139,39,28,20.884984800828573,58.586019888563214,5.812845409015693,169.44507217940173,Onion
145,86,56,18.735226693068725,42.047733567818035,6.893468785917757,210.20493732842067,Cotton
93,97,72,44.464679389892865,86.39524274900988,6.478092562617805,395.87102559177265,Onion
39,30,69,44.88008449117329,91.09509902797099,8.195716725303573,284.2760274774282,Rice
42,94,20,44.073411712811314,60.093916725206434,7.280608416621321,228.8377248723198,Sugarcane
148,76,70,37.93567595500063,70.18556961371561,8.44344090745173,529.7005981887071,Soybean
52,52,64,19.896637603405765,87.8166456355801,7.953882159572769,378.7160673944124,Onion
84,58,63,38.16831015975205,58.97984683382268,6.503346620879357,741.8991416282012,Maize (Corn)
131,62,44,23.410792094213534,83.1384261062168,5.539494337272237,380.15641656928034,Onion
27,93,75,39.78561824622065,88.72347264765821,6.998088112014516,1021.041519374928,Sugarcane
118,83,23,24.63473232348363,92.44014682829544,6.468602160961964,968.6963626237847,Onion
146,75,24,35.28273220365767,46.049588240996535,8.120371570900922,463.0769504823814,Wheat
50,59,49,18.85883104112782,91.18928274476616,5.742691411139017,1169.8436529420785,Maize (Corn)
71,48,28,40.026544192667146,90.35631081140187,8.252644639494836,668.5088241418398,Onion
116,69,39,25.595621298701047,52.57394595899595,7.182787207899783,705.9435169868354,Soybean
78,81,75,34.394781486232134,62.18461543235756,5.01124943773181,579.9376869333141,Wheat
44,52,57,20.59008370302414,59.4519294871956,6.334846156520754,307.0156407980665,Rice
137,20,54,26.249242190502443,37.384243027557574,8.109460321659217,978.7588162423422,Sugarcane
79,88,51,31.388784669451326,86.81797317567286,7.5873095236065815,970.2905788099932,Maize (Corn)
66,66,70,42.070168564271185,51.346676821469465,5.243835028004197,701.450632384504,Soybean
85,91,43,36.416714500432434,42.39139176967825,8.000059877394747,378.3685767616522,Maize (Corn)
144,46,28,17.337010773155523,32.71143744940122,5.226160695342517,295.54311100318216,Rice
77,37,51,29.24132199175376,66.31107192646176,7.106365548875287,87.97494848910137,Rice
34,57,34,22.15177923542926,38.51867057771537,7.563978339706649,955.0630997233967,Sugarcane
73,64,51,32.40499582376332,34.08453368783697,6.319431693438555,509.7703118030572,Wheat
40,87,35,36.648280086738396,43.873264661649394,7.649165798708552,993.0080455732176,Soybean
134,78,73,40.04732135650006,56.285222586225814,7.596638891014219,1197.2419193636078,Soybean
78,95,54,43.075455128223766,35.86328711307279,8.086155967488907,506.2134526204569,Wheat
110,78,53,35.948744927029885,71.75278063687148,7.67315407369335,783.7085438557804,Wheat
35,74,60,44.959263324407715,61.33883485918023,8.330320313405034,73.68691533981318,Sugarcane
125,33,25,23.054747389029217,78.05095002616568,7.930457768445603,1095.14787318822,Soybean
52,29,58,35.66809588170405,69.18242478319014,7.673406949885357,624.4232073033803,Soybean
140,42,50,29.701318278621095,60.92837042430488,7.581218561590706,370.5887142209179,Soybean
50,92,40,28.206891242804367,57.503145654008215,5.957523116685565,748.5999722168128,Maize (Corn)
97,28,47,26.866947977441562,64.04458028178169,6.821188280456161,71.08836038831721,Rice
134,44,50,29.558707926777466,32.881547026328846,7.954427137279334,672.4697143953902,Wheat
59,75,47,39.846924762256016,75.34506208531545,7.275928868000365,352.8742606722601,Wheat
71,78,54,42.18817161849637,40.964500251883656,8.147380297158204,197.5613338235332,Sugarcane
33,42,62,32.66372467751863,34.03686624335473,6.793446045650847,628.2105327640946,Sugarcane
112,40,49,18.26650201368734,49.535394522505555,5.196668260955943,869.3923673528589,Rice
108,66,73,37.596054219333794,91.15766461902525,7.498589351496408,493.2721410178791,Maize (Corn)
26,40,68,40.796217771865585,40.54862870052253,6.828489813419743,507.6738187281283,Maize (Corn)
91,45,20,29.58557315444935,60.645896686167326,8.167817688659596,398.7769714906953,Cotton
65,23,61,42.28476442171696,72.38227332455463,8.430472851021667,378.7552921791029,Rice
67,90,45,25.11032693412588,42.88409361497095,6.230870902010796,512.1500278704098,Soybean
143,39,33,37.063076729102605,44.6446627836754,6.67733238305018,324.3623390026398,Rice
94,53,70,16.46676180926112,67.23933156013919,6.853489525148126,1147.806277131884,Wheat
117,52,65,41.543444394102025,58.811255951381,7.656152394038102,886.5875889772299,Sugarcane
133,57,32,22.90016115267555,55.08119112146753,8.095385344229516,1063.9015476376328,Onion
110,63,56,19.135282422061124,38.082280819654514,6.693325399987489,688.4767976290127,Soybean
104,43,74,29.950829916759265,41.97384928844089,5.856531521602646,239.77579134375566,Sugarcane
71,87,79,43.066483413797314,37.18094692841013,5.682322818875426,612.4503465601051,Maize (Corn)
116,69,77,18.76390361493543,43.11248705682349,6.42719105812859,745.937070913455,Onion
122,66,62,41.807077568297245,49.371038004318464,7.347655217850859,162.94254498506962,Cotton
105,73,74,37.38291065055402,91.56587443619875,7.767356177221783,878.2126845100369,Soybean
73,91,70,19.44774886449642,53.59005758570061,5.827421281686956,948.0248500429484,Cotton
91,34,75,34.62727394697801,78.60742509694023,6.2391963141360165,133.29921283280055,Onion
75,24,58,31.65570207282973,41.951236137727896,7.016392214943503,288.9653654103471,Cotton
65,44,42,33.04565289966948,52.18737251315909,7.37626257946,960.5792840645069,Maize (Corn)
93,22,78,40.09785161793678,35.93912343638365,6.10064156785986,559.4934251574452,Soybean
22,38,34,37.977579760683156,35.567569389141404,5.183618490209066,1165.8081281444342,Maize (Corn)
129,44,44,33.02924705706046,82.37487586074329,8.28081350789475,782.8026131179939,Sugarcane
101,31,78,30.479012319827774,91.49787200390183,6.961743197913511,530.1044920656269,Maize (Corn)
136,75,23,20.679149922288055,74.71016101515343,5.763531571335735,1110.408885239417,Soybean
68,29,25,43.921846187947885,37.53190318422929,8.35498983695148,744.3575000955228,Wheat
112,44,33,40.15601844827034,49.29425799676605,7.4156112543793515,1080.6409328540904,Rice
54,36,77,31.18912678824602,85.01600150927669,6.2160715284359895,952.9423005549216,Sugarcane
45,84,59,25.51960228794024,58.43179453762812,5.288777866727868,1191.175956400546,Soybean
44,63,65,21.28108793537764,54.59683684154366,6.644486059456048,586.978674412036,Soybean
96,23,33,40.67178897967348,80.91263063403122,7.490942918482894,1114.6203912290482,Cotton
26,71,47,38.72709844714947,84.08882307480025,6.702420605322458,1164.09336525823,Rice
93,69,64,32.117458197947414,46.56490240745238,7.017942281423171,884.2854931322402,Soybean
79,21,22,38.876006946210396,49.30127370431707,7.358149750571471,437.36442067435746,Wheat
80,37,41,24.073976298430583,87.24684724498067,6.748130790402186,1190.792373226754,Wheat
111,39,68,39.045852119059745,87.76149482087405,8.160346605884573,532.5702374579637,Onion
24,75,30,21.188860261964848,63.8789380146269,8.00592135246087,631.667653479347,Maize (Corn)
48,92,48,34.20089790268714,83.21136270343945,5.619031811955815,1121.6341260021302,Soybean
77,54,66,41.443954180748705,32.64901860000703,5.95089883930076,615.7111977432924,Wheat
47,60,51,21.02062680258482,50.0634081019365,5.138952495264864,606.0980385462478,Cotton
44,39,29,31.84316415507602,50.943767029138314,5.9965301298686935,877.9718837788929,Onion
110,83,21,25.769348113409016,70.16247159480727,6.1317066462946705,1098.248448661455,Onion
144,32,67,17.095118667211654,84.37039564316112,5.809550881041854,593.0425429725375,Onion
73,64,52,37.154012908542725,50.07057453217732,5.729140089995234,760.3072638975574,Onion
92,36,45,25.129133454504142,81.53977885992931,7.825483871702081,667.7606457506228,Maize (Corn)
115,88,25,28.089829253485085,45.840687766314886,8.40525951172874,52.77997723470653,Cotton
36,40,59,33.90286772159434,78.85313110155548,5.083410735172121,287.67678275054675,Wheat
121,96,66,42.96848482668153,43.01346473397709,8.018368413355057,406.4336894462448,Cotton
141,24,70,34.237587521463894,73.20286590109612,7.582998136188635,265.2301836683984,Cotton
51,26,62,24.9204091200264,66.05929753495414,5.168060361540553,654.1527723608682,Sugarcane
48,23,70,36.16703771354307,50.174372343555135,5.1828874063976365,592.4185325206824,Wheat
91,71,48,40.82852259345735,68.17813793131947,8.196371929169983,1025.6048871935905,Maize (Corn)
89,93,39,35.206978462582796,39.92139632182,6.3851612164326985,138.43656633470246,Rice
81,82,78,25.713360063879506,49.58962035493349,7.713200383248841,851.6270633705772,Maize (Corn)
130,62,53,27.49118447388369,41.31472450899048,7.396012830216192,171.60820425510997,Sugarcane
38,56,58,38.43834190283687,81.19759856026093,6.986072948728959,747.3770091848371,Rice
40,44,40,18.93723197955665,62.029189645625664,5.292074226428408,192.3256893324304,Soybean
86,61,36,36.08399427386075,42.87714993740485,6.037273832554062,692.8770033777613,Onion
20,27,41,42.72426124693931,52.45583949131051,5.92803527921567,853.1117160800019,Rice
82,30,45,33.72822336688067,93.21516390894374,6.781467171595502,699.8231547955365,Rice
106,58,61,41.909177102914924,35.82284914571345,6.7354553603266645,478.29870247667986,Wheat
131,34,34,28.22770042721584,79.27512004630921,5.983447815436445,724.1560585025222,Sugarcane
101,66,67,39.097964496057514,72.85166570761982,8.383663690777158,1134.4339295432014,Wheat
78,42,48,21.330224403803694,74.18246133317427,7.426763846499805,460.12554773357635,Cotton
129,71,34,21.488888268349037,45.91253219312276,8.081630788584029,82.74780078327622,Rice
61,42,30,25.879297026529308,80.40171636648759,6.626641391949937,802.8837562023164,Soybean
144,34,22,15.669045151954759,90.48594973345514,6.6619875791337355,920.8470732358442,Cotton
113,47,33,32.98580352028506,44.87585084142539,7.801708226616138,288.72894323780827,Rice
38,21,62,39.117652672602816,76.42064630454084,7.157924691483732,416.92355552242594,Wheat
106,60,60,41.37087724405721,57.566387125233256,7.562031786080356,1092.6028466127138,Sugarcane
90,76,70,15.730828052412784,86.33083173052293,6.885898592052919,573.1113625877584,Soybean
38,41,26,24.851305113446788,54.50456745976443,5.370811457655938,516.91645474077,Rice
94,29,56,20.10293948215649,53.76128551523612,5.625008887355039,471.36164003041586,Soybean
85,24,65,18.22534172771216,54.42613184532824,6.024306639575996,1088.2262211063253,Sugarcane
149,28,66,17.494574332307753,32.74134905627522,8.469342908778794,173.92928165748026,Maize (Corn)
36,37,74,21.681880736360732,83.81823654843367,7.912921120863938,865.2849396719844,Sugarcane
128,74,62,15.276918868774175,70.0127820142216,5.194891941020407,89.2960166601166,Maize (Corn)
106,90,42,36.72109474088245,78.86260719392692,7.004818916852917,925.5185583534768,Maize (Corn)
71,95,33,38.320016735164316,45.9269783914294,6.881701861400792,150.58063245131058,Onion
108,91,38,25.921957649781163,74.72577809251149,7.085094862731444,1074.58192191299,Rice
143,31,69,32.80593908941782,51.876628004769074,6.097238866929432,851.4058427780187,Soybean
70,65,33,35.27591950134537,58.67631041401427,7.4646412699764655,848.2449576531235,Cotton
75,35,29,40.835374862155106,44.9383923653019,6.959323378549006,576.5284221156222,Sugarcane
73,31,59,39.44002086459954,69.7869903214958,5.130945202321133,911.0921867734114,Soybean
147,70,31,34.3407312233028,34.72778352815681,5.95495939484355,1005.3569300189313,Rice
20,28,55,36.61540369313173,42.46014890065872,6.728739454010357,147.8439259574487,Onion
86,99,23,43.21426554045246,55.55925554346933,5.551380095297388,285.5648953572621,Maize (Corn)
143,99,67,41.9368435634076,68.80948295928476,7.011189860502832,611.7158528699434,Sugarcane
71,64,37,40.90257647010119,68.89614991776384,7.845743470401418,657.0359597079871,Sugarcane
85,73,58,36.679339577921354,39.290877767941915,5.525818345695507,808.4689731761225,Wheat
39,94,62,34.34546278290519,44.45755186625897,7.758462342960034,1025.325947081869,Wheat
30,38,26,44.54295848963338,79.2899275400792,6.281229050999639,277.39108770867443,Wheat
42,69,54,44.27927797835223,63.92870377645024,8.402309407644005,628.4480067931365,Rice
82,46,24,15.238587248998902,44.34932365820041,5.854818420039,808.2693838204017,Rice
32,25,54,34.79606227628682,35.672561156288204,6.370247070938131,767.1502832793609,Cotton
46,33,22,26.45706592068953,85.60086456465403,6.707247886533799,87.00550151742303,Cotton
80,71,63,23.121010291316907,74.68105771070884,5.620586127930822,776.8106913268099,Onion
34,45,33,20.221955712626404,90.33509731458267,8.13377010702749,402.4168589517458,Rice
39,70,26,40.94126491260768,35.44704504118555,8.051321346579424,1002.6322878586185,Rice
22,47,21,29.28011866974115,59.585325332827864,6.485440423733928,583.3937728146904,Rice
110,29,26,26.973101485594427,82.98532830577057,5.023682515087909,647.5313319747829,Cotton
80,84,77,19.547843577075437,41.596559622553976,7.0901610995397295,560.4603989974838,Rice
81,85,70,36.07272303951004,40.21743023477072,5.176422656641708,265.1676142064264,Sugarcane
35,71,53,18.741622650121116,86.30433579521312,6.309505592859871,294.084025141364,Soybean
44,34,56,37.193360886008264,38.37768393672609,6.844487619465717,658.8173704695182,Wheat
141,56,38,22.129577770189556,44.04855725339146,5.165199652358885,153.41482173963672,Soybean
97,75,78,41.29641804785074,61.42715900048094,5.290601242772643,594.4194163589972,Onion
119,87,70,30.40434580432463,90.65430138038926,7.499187254820162,717.046026189604,Maize (Corn)
145,72,78,41.48331959936603,43.93554131111499,5.063891070860382,1146.740899818022,Cotton
115,65,62,30.549931278960045,82.30370343415461,8.454479661878944,72.57035525983824,Maize (Corn)
124,22,55,39.144587254351535,45.20142362408467,6.355998914488142,266.25804115530417,Onion
39,99,69,33.59837768797012,39.257304591418276,6.652577393533861,543.3043533672778,Wheat
135,78,78,19.226514076535004,37.642072492912746,7.969154537537327,88.16965310338782,Onion
127,46,63,25.839447148322964,44.015434905546776,6.555190523833253,1092.42062458551,Onion
32,84,53,23.100439899428174,41.56551357677628,6.691613796167697,1041.362796894413,Maize (Corn)
51,82,60,19.466879482039296,39.2461067180722,7.683577182216586,631.5030918953287,Onion
45,82,33,18.07281080344966,78.05075700998077,7.987814402434827,739.3852172963011,Cotton
75,32,50,41.872522230595564,58.621204821942484,6.88344135594996,906.1918527478758,Cotton
148,33,48,26.762733598494826,35.417791674388305,6.804504901960028,1134.0690803275816,Maize (Corn)
60,47,21,32.495422337765916,86.63382905094021,5.383532306012457,536.1907115529116,Onion
69,60,69,33.695093695796416,42.68906157258017,7.493281759034745,630.5128347529544,Soybean
121,25,74,16.74065809981582,52.19533658801254,6.213584007783506,512.4176294636319,Cotton
49,26,60,37.713519565302676,94.97362190050092,6.063601836426228,1198.8783756774444,Onion
128,64,78,40.04410816997914,62.71472082650785,7.507496057538406,831.2912353952169,Cotton
73,79,51,43.873568927231126,45.39986889654138,6.496053959562876,684.1596445696738,Wheat
115,61,43,26.506174899768123,36.139729984244035,7.927549422186123,1183.5081647397187,Cotton
99,70,50,25.10298894828176,77.09980170019261,6.973185333851072,1145.3532221905896,Sugarcane
122,38,27,31.489286373902342,77.39745259913381,5.067992422747104,898.5708554564485,Cotton
51,49,78,28.783239050716844,81.16534438282088,7.6748167287566185,1185.584700836467,Soybean
120,73,42,39.028348720674686,38.677312108790034,7.173883938753325,638.4784631546971,Wheat
83,74,68,30.27436782579276,57.589610816463036,5.014295051336626,315.39766068167347,Sugarcane
102,29,63,43.79102765725403,94.05838576009317,5.171734434254465,641.1927705696036,Sugarcane
44,25,27,15.319693289762746,49.051024426018515,5.430934736901888,1086.1760067934842,Sugarcane
104,37,71,30.32448467143672,30.82244301179621,6.975348210069989,230.818633009383,Cotton
53,27,44,38.884269932276666,42.21502864842489,6.292155885497119,871.4803756886399,Cotton
64,44,41,32.83146964703695,59.90972915244818,7.540264811732211,452.37549073866603,Soybean
79,71,60,26.123112901686483,69.63909720344117,6.898436728987422,642.1475263031706,Cotton
125,75,52,24.98958646931054,49.02707484885853,7.116126431641144,211.12164849931614,Wheat
141,39,38,36.66637905008288,87.28096317147129,7.920582144081296,124.62483662981735,Maize (Corn)
117,57,37,43.483761493574335,92.91752867320608,7.764379310530707,1080.0999218140316,Cotton
122,86,61,34.59750195747166,53.137254582016325,6.346062006171037,133.06914358760986,Maize (Corn)
102,39,34,21.300372230625907,43.180286233030785,7.5710530881672,1004.7266913171636,Maize (Corn)
109,39,40,22.423171317245533,83.86416582852382,5.034736346698724,181.03466720769325,Maize (Corn)
104,79,66,28.399397006706373,70.25456150593247,5.4154111286061966,1139.3860108658128,Wheat
95,76,49,17.696747991638883,49.87578068126844,7.8485598847093865,134.9074998789563,Rice
128,99,77,38.495637118895694,59.004162811476164,7.565539518385387,411.398829818333,Soybean
115,46,76,15.768031291435449,84.39177397585522,6.930774238364954,104.11542296507047,Onion
28,27,74,18.61197671824401,40.90822918184182,7.2699628377779435,732.8810776857891,Onion
148,72,51,42.45949542334231,93.16602279034007,7.284169209009233,886.8320312518763,Onion
65,24,61,30.26137665183145,42.537903204390226,8.13913798597831,1104.0421757439335,Cotton
74,62,27,18.131868277669277,64.99916577222969,6.101355138168062,150.743569744845,Maize (Corn)
122,23,62,33.58986699197048,34.03465991982877,8.182417026955642,1136.5793367628225,Soybean
109,52,48,19.62237018036678,69.00977963440067,6.0388949666615925,229.5976859688598,Rice
143,33,22,38.951407345134726,90.19189166219411,6.4359499037102665,689.583317660027,Onion
56,59,49,19.895819197510516,90.72927278947853,7.117385088103706,801.2160217351454,Soybean
99,98,77,15.706005171403984,88.48375725579653,7.56791384275216,572.6073738129531,Maize (Corn)
64,67,61,15.74081852139127,31.989337003046252,7.4703638858395,466.04963771184043,Onion
91,33,44,21.12927094983479,92.52073078592069,5.034409061271704,802.3322199449475,Sugarcane
101,75,64,40.267865534936796,72.15622973217188,5.342608362462359,731.1303927054107,Maize (Corn)
133,53,32,44.078953133476716,55.565371173460704,7.6056959207737345,228.01588036836415,Onion
131,92,24,22.441012031796266,43.91779651874134,6.083091920443545,1146.2528054120862,Wheat
86,62,67,20.024422171214844,62.66470293838611,5.895648832297343,770.9072536559233,Sugarcane
91,93,40,35.842984947828285,56.68802380920486,7.383109260111189,531.4723068675526,Cotton
117,79,55,25.441998977323124,50.36915226572281,6.985939495954339,847.4652180292522,Cotton
104,46,52,24.803573722827373,85.76381893235617,8.359370398250125,135.51697336791722,Rice
128,80,29,40.993686672451105,68.31418993701064,7.253978860086519,99.4463094611852,Onion
70,28,74,17.524286984026695,40.03914517710413,6.725205093417907,562.8825801083306,Soybean
44,56,48,27.08660067797775,41.05250856547681,8.202505234790603,51.10114852567006,Sugarcane
50,32,24,28.123753048216077,84.57192653897823,7.035850237939363,617.5482803000815,Cotton
63,91,24,19.058763199989997,80.73773534784343,8.137090084083981,568.1453348461096,Rice
22,22,52,40.40173743989322,75.91982988250186,7.083701158590986,584.4283153719903,Onion
38,53,27,32.65191917688816,68.75198826643039,6.614900442597428,508.16716434134753,Onion
110,36,68,40.47451762547773,38.99904020303708,7.388197191297337,347.57807675659774,Onion
84,20,23,31.993264025995355,66.6101074814218,5.768105487679392,681.6040547673582,Cotton
57,82,25,28.04858248064859,74.07115273549266,6.621523976089717,916.4082634243691,Soybean
66,40,41,15.981996657182826,45.84601292982098,7.5227858915574926,1006.5772720318852,Soybean
99,41,50,31.53802772579214,94.22796240155537,8.386444641287676,941.4896567137425,Cotton
58,85,79,25.617610343125513,80.57017321023021,7.159374135148478,564.8027766840676,Cotton
60,62,32,16.943867924612967,82.25602080921689,8.090898628183643,636.4365754877502,Cotton
72,97,26,21.182876488323153,43.991929152728865,8.489340883211469,1178.6951011168785,Maize (Corn)
29,76,78,28.30707473360699,73.46403679696608,6.966594366839095,821.6942337852281,Cotton
99,54,28,15.077732568350399,47.41894592476067,7.3872574687135515,335.2002019199304,Soybean
128,88,27,31.98903606541424,71.70027397206275,6.666878662096794,471.51433486429755,Onion
50,32,43,38.232507986542,63.000700556372834,8.320229141426257,673.8967133822035,Cotton
112,77,33,33.010282437061996,54.07630353283031,5.455615328512936,759.9786676311618,Soybean
128,62,28,23.00075071013781,78.28719396537747,5.0069776125545955,705.8908393466678,Cotton
113,95,62,22.40281768173174,32.562416417900266,7.694530499381775,472.26949866375867,Rice
68,69,76,34.92093768571857,37.11217166018615,7.443878997469033,970.9469589194277,Maize (Corn)
68,77,20,21.014778059505307,90.84047325935984,5.236620650098774,1005.9796300256572,Cotton
52,53,58,27.3431297686912,30.448160488553608,7.4034275627381145,440.7624028886595,Cotton
132,35,29,23.935877406812047,44.741923792954324,5.06493481943106,403.9500874606656,Rice
127,53,24,36.64314606823538,80.18544093948698,7.329047607107217,760.2460613049913,Cotton
81,28,48,37.83727679102784,40.340979885864236,5.1092286391177115,817.8308771431945,Onion
82,56,30,37.55878023185771,55.365834052347765,5.24368556981123,949.6300624703192,Sugarcane
80,51,73,26.188254102049058,46.83913785968811,6.011356242763856,570.6397271632687,Rice
88,42,78,42.38429181354598,84.18355221812189,6.84655057521634,833.6833697019925,Soybean
83,97,44,35.625396239879706,71.4887475305525,7.405919219710894,1015.3270041348727,Sugarcane
120,88,32,32.104536035335926,35.11131093618586,5.418800187933389,745.118411211922,Onion
62,85,25,22.952819201888442,83.19409090435218,8.252800750184555,1023.8630959467973,Wheat
36,50,75,25.18541543772902,32.3401649538746,7.136802128186329,950.97348733892,Soybean
87,43,42,16.277943609575473,65.37737850642961,8.01675554039329,322.76283111430985,Soybean
54,85,27,26.138037999466263,62.758567452957465,8.329477327669764,902.11204424212,Rice
57,82,39,38.89147839916584,40.16026333200229,5.715727369188638,155.54761379148914,Sugarcane
125,91,37,31.153001318860376,42.611791873161465,5.676903304541324,352.95959266448693,Rice
116,31,62,30.56090106022321,47.82486323975391,8.280479494504766,1156.9869671891195,Onion
101,29,59,44.56285127831476,41.63246648942237,6.5728356701781845,362.3529256163429,Soybean
89,52,45,44.07652210684901,35.39431518247245,8.209314126353988,1026.021533850014,Onion
122,87,79,27.78559315653292,65.3740566630895,8.110398421773725,835.7151708668002,Wheat
96,48,69,26.322193547006627,80.85130697443199,7.8446037284484795,849.338850812169,Soybean
114,50,63,43.52430623641087,74.7944035970483,7.17073540973004,359.1504586092199,Onion
85,32,65,17.036605890248335,52.642052169243485,6.171044080029954,595.0323827228857,Cotton
131,83,70,25.26524314450814,32.60964622920338,7.62537143291005,657.7682055613086,Cotton
81,30,40,34.55821062238499,53.67543541725435,5.804615350505697,747.975603483239,Onion
133,83,54,43.53305249332482,63.55126145013918,7.1377636608007435,374.62551612230595,Onion
56,67,78,26.90278192169333,51.46017724304671,7.7648785972617596,587.0476335057031,Onion
80,71,43,38.820742150504216,86.6951189552669,7.966603441308805,193.4342062011353,Cotton
121,71,37,43.410844761538,94.90474384327923,7.486496835204498,335.3871072705068,Rice
27,68,62,18.65960547746296,73.89097083013547,5.527487836587874,222.10451676746527,Rice
92,52,21,39.00936713812011,92.10125457731621,5.740529259652824,283.63237138537966,Rice
110,55,62,44.00736033204188,44.92188169320087,8.048792308699333,518.0432622228362,Sugarcane
85,43,51,41.770457701661606,54.73993450038398,6.504575284831926,436.9656376899753,Soybean
126,80,35,41.955102670750335,63.068565477711644,6.417623495742264,1074.4587062545656,Rice
23,37,73,33.322300465591525,64.28938817731535,8.313971374700824,250.06236077286025,Soybean
34,96,33,30.592999070989066,49.23214187018266,5.184273759670939,757.1022686676391,Wheat
26,35,73,31.52516068692134,33.129631795407654,5.697008123672512,386.69879236603896,Onion
111,42,63,26.142316981025843,66.75625939798826,6.343772680072201,304.2579208701186,Maize (Corn)
69,74,20,20.761350604447546,35.556638072323,5.956393734545617,803.750552115978,Soybean
35,28,24,38.500424215493105,48.382196902117656,7.712657909771598,631.7626622001025,Maize (Corn)
36,63,54,42.3497148619677,42.3373326385798,7.977956972239307,220.15401519413174,Soybean
128,23,59,25.056983553542175,48.600660016030716,6.385554579887959,530.6854931118514,Maize (Corn)
137,32,40,29.590297147991404,83.20080906213525,7.672193774114601,976.1033005697187,Onion
77,42,51,27.519830328881945,86.86192047336368,6.40933910442491,865.7960736999773,Cotton
149,39,32,27.739468232465722,70.1551488159694,6.468925781981049,899.2966823559425,Cotton
38,98,74,34.00932558527336,39.09814428093911,8.294991738535797,203.54862918150994,Soybean
71,83,62,41.919849518772615,72.00150087541334,5.190589423089315,1006.0622671007287,Soybean
65,67,48,44.042266905012376,76.25119238839694,7.816989177970811,1193.635585131527,Maize (Corn)
91,31,55,37.649999011065034,54.92043453367831,8.384618249434192,891.0053360643437,Soybean
85,69,63,35.282181898577775,31.50460726067894,5.429015271121584,947.6362138463799,Cotton
142,27,39,24.44657469441845,88.49923883688976,8.353845654656089,818.9431562830151,Wheat
71,40,67,39.79596486749658,88.07733929283958,8.268813628115117,414.0419496912036,Maize (Corn)
60,23,73,21.268938763131032,77.66484753894765,6.838839094440179,938.4657346082753,Wheat
30,89,28,34.19056346022655,78.52690284491294,7.3802119404682,1019.9480288460122,Soybean
77,59,78,33.78224242740873,54.59311620214363,8.31227231704592,423.0343947833179,Wheat
41,99,61,40.496064305201585,64.85458352920924,6.550456093575866,919.9247444284091,Cotton
111,37,77,31.254981092881607,82.1681752925396,7.042821530984163,892.5080471448795,Onion
126,34,74,22.832496918770772,49.85645442242037,5.9986385038435195,166.2846757447245,Soybean
34,25,52,28.711068529180125,80.27398651670661,8.389387084008092,121.10901043533228,Sugarcane
20,22,77,25.848083771383415,91.12808188727917,7.918645065217643,385.91755204696113,Rice
37,69,27,28.806681499478053,86.12396955212913,5.287463159796946,1059.8233097677876,Soybean
122,93,41,44.49616859930201,38.613165578093174,7.414811464854118,408.1937560413279,Rice
125,41,69,24.38733365445122,44.42116845631466,7.586300829996656,380.9124748920278,Maize (Corn)
94,84,28,27.03526914533233,65.79028824273402,7.610212315190316,345.57907981397244,Sugarcane
54,66,60,16.424048320472973,48.182276541582794,6.5303063497189475,642.4746474578294,Wheat
122,67,76,21.867530713780305,75.37426087840709,8.030828210363245,530.3282349559644,Wheat
45,84,51,17.262839665707766,79.2834097692558,6.8939935495648355,75.98107961015577,Maize (Corn)
117,51,23,22.4349225795092,78.24759231060008,7.706573715744155,684.3708672973372,Maize (Corn)
